city|location|price|bedrooms|baths|size
Lahore|Jamil Town, Lahore|11500000|3|3|562
Lahore|Park View City, Lahore|15500000|4|4|1125
Lahore|Park View City, Lahore|18500000|4|4|1125
Lahore|Wapda Town, Lahore|61000000|6|6|4500
Lahore|Lake City, Raiwind Road|69000000|5|6|4500
Lahore|Valencia Housing Society, Lahore|37000000|5|6|2250
Lahore|Wapda Town Phase 1, Wapda Town|77000000|7|6|4500
Lahore|Valencia - Block C1, Valencia Housing Society|67000000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|29500000|3|4|1125
Lahore|DHA 9 Town, DHA Defence|27500000|3|4|1125
Lahore|DHA Phase 7, DHA Defence|99000000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|24000000|3|4|1125
Lahore|DHA 9 Town, DHA Defence|24500000|3|4|1125
Lahore|DHA Phase 5, DHA Defence|67300000|5|6|4500
Lahore|DHA Phase 5 - Block D, DHA Phase 5|27000000|3|5|1125
Lahore|DHA Phase 6 - Block M, DHA Phase 6|139000000|6|6|9000
Lahore|DHA Phase 6, DHA Defence|450000000|6|0|9000
Lahore|Bahria Town - Sector C, Bahria Town|36000000|5|5|2250
Lahore|Nespak Housing Society Phase 3 - Block B, Nespak Scheme Phase 3|52000000|7|6|4500
Lahore|Bahria Town - Tipu Sultan Block, Bahria Town - Sector F|6000000|1|1|495
Lahore|Khayaban-e-Amin - Block E, Khayaban-e-Amin|7000000|2|2|1125
Lahore|Al Hafeez Garden - Phase 5, Al Hafeez Gardens|25000000|4|4|1125
Lahore|Bahria Town - Sector B, Bahria Town|32500000|4|4|1395
Lahore|DHA Phase 5, DHA Defence|115000000|5|6|4950
Lahore|Gulberg 3 - Block M, Gulberg 3|150000000|6|6|6300
Lahore|State Life Housing Society, Lahore|53000000|5|6|4500
Lahore|Park View City, Lahore|16000000|4|4|1125
Lahore|Park View City, Lahore|18000000|4|4|1125
Lahore|Bahria Orchard Phase 4, Bahria Orchard|3750000|0|1|270
Lahore|The Spring Apartment Homes, Main Canal Bank Road|14000000|1|1|810
Lahore|Time Square Mall & Residencia, Bahria Orchard|5400000|1|1|428
Lahore|Bahria Town - Shaheen Block, Bahria Town - Sector B|57500000|6|6|4500
Lahore|DHA Phase 5, DHA Defence|55000000|4|5|2250
Lahore|State Life Housing Society, Lahore|34000000|4|5|2250
Lahore|State Life Housing Society, Lahore|30500000|4|5|2250
Lahore|DHA Phase 7, DHA Defence|76500000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|176800000|6|6|9000
Lahore|DHA Phase 6, DHA Defence|76800000|5|6|4500
Lahore|DHA 11 Rahbar Phase 2 - Block F, DHA 11 Rahbar Phase 2|17000000|3|3|1125
Lahore|DHA 11 Rahbar Phase 2, DHA 11 Rahbar|22500000|3|5|1125
Lahore|State Life Housing Society, Lahore|51000000|5|6|4500
Lahore|Al Rehman Phase 2 - Block I, Al Rehman Garden Phase 2|13000000|4|4|900
Lahore|Bahria Orchard Phase 1 - Southern, Bahria Orchard Phase 1|31500000|5|6|2250
Lahore|Punjab Coop Housing - Block B, Punjab Coop Housing Society|35000000|4|4|2250
Lahore|Pace Woodlands, Bedian Road|49000000|5|6|2025
Lahore|Goldcrest Mall & Residency, DHA Phase 4|49500000|2|3|1620
Lahore|DHA Phase 6, DHA Defence|78500000|5|6|4500
Lahore|Dream Gardens, Defence Road|32000000|4|4|2250
Lahore|Bahria Town - Sector E, Bahria Town|5700000|1|1|518
Lahore|Sarwar Road, Cantt|121500000|7|6|5850
Lahore|Bahria Town - Jinnah Block, Bahria Town - Sector E|25800000|3|3|1125
Lahore|Main Canal Bank Road, Lahore|13500000|4|4|1125
Lahore|Jazac City, Multan Road|8100000|3|3|675
Lahore|Askari 11, Askari|35000000|3|5|2250
Lahore|DHA Phase 7 - Block Y, DHA Phase 7|79900000|5|6|4500
Lahore|DHA Phase 7 - Block U, DHA Phase 7|81500000|5|6|4500
Lahore|Bahria Town - Sector C, Bahria Town|77500000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|190000000|6|6|4500
Lahore|Al-Kabir Phase 2 - Block C, Al-Kabir Town - Phase 2|13000000|3|4|675
Lahore|DHA Phase 7, DHA Defence|72500000|5|6|4500
Lahore|DHA 11 Rahbar Phase 2 Extension - Block M, DHA 11 Rahbar Phase 2 Extension|23000000|3|4|1125
Lahore|DHA Phase 1, DHA Defence|67500000|5|6|4500
Lahore|Gulberg, Lahore|54000000|2|2|2205
Lahore|Bankers Co-operative Housing Society, Lahore|32500000|4|5|2250
Lahore|DHA Phase 3, DHA Defence|47500000|4|5|2250
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|48500000|4|5|2250
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|63000000|3|4|2799
Karachi|Falcon Complex Faisal, Karachi|310000000|6|6|4500
Karachi|Falcon Complex New Malir, Malir|85000000|4|5|3150
Karachi|Falcon Complex New Malir, Malir|120000000|5|5|4500
Karachi|Falcon Complex New Malir, Malir|105000000|5|5|4500
Karachi|DHA Phase 6, DHA Defence|260000000|7|6|5400
Karachi|Naya Nazimabad - Block C, Naya Nazimabad|34500000|5|6|1440
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|5900000|2|2|747
Karachi|Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A|24000000|4|4|1080
Karachi|Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar|57500000|6|6|2700
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|89500000|4|5|2646
Karachi|Emaar Reef Towers, Emaar Crescent Bay|49000000|1|2|1215
Karachi|KDA Scheme 1, Karachi|37000000|3|3|1800
Karachi|Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal|12000000|3|3|1350
Karachi|North Karachi - Sector 11B, North Karachi|15800000|3|3|1800
Karachi|Khokhrapar, Malir|6800000|4|6|1080
Karachi|University Road, Karachi|33000000|4|5|2196
Karachi|Bahria Town - Precinct 2, Bahria Town Karachi|4800000|0|0|549
Karachi|Bahria Liberty Commercial, Bahria Town Karachi|4500000|0|0|540
Karachi|Bahria Town - Precinct 16, Bahria Town Karachi|2600000|0|0|396
Karachi|Bahria Town - Precinct 16, Bahria Town Karachi|4500000|0|0|549
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|5900000|1|1|558
Karachi|Bahria Town - Precinct 16, Bahria Town Karachi|3400000|0|1|333
Karachi|Daniyal Residency, Scheme 33|9000000|2|2|954
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|84000000|4|5|2628
Karachi|Falcon Complex New Malir, Malir|90000000|4|4|3150
Karachi|DHA Phase 7, DHA Defence|120000000|5|6|4500
Karachi|Askari 5 - Sector J, Askari 5|40000000|3|4|2601
Karachi|Bahria Town - Precinct 35, Bahria Sports City|20500000|4|4|3150
Karachi|Falcon Complex New Malir, Malir|82500000|4|5|3150
Karachi|North Nazimabad - Block B, North Nazimabad|52500000|4|4|2799
Karachi|Civil Lines, Karachi|23000000|3|4|1503
Karachi|DHA Phase 5, DHA Defence|120000000|6|6|4680
Karachi|Malir Cantonment, Cantt|300000000|10|6|9000
Karachi|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|35000000|3|4|2160
Karachi|Emaar Coral Towers, Emaar Crescent Bay|45000000|2|3|1638
Karachi|Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar|15500000|3|3|1404
Karachi|Emaar Reef Towers, Emaar Crescent Bay|65000000|2|3|1638
Karachi|Gulshan-e-Maymar, Gadap Town|37000000|6|6|2160
Karachi|North Nazimabad - Block A, North Nazimabad|13300000|2|2|846
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|4500000|2|2|540
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|4200000|2|2|540
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|95000000|4|5|2646
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|90000000|4|5|2601
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|90000000|4|5|2997
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|80000000|4|5|2601
Karachi|DHA Phase 5, DHA Defence|105000000|4|5|4500
Karachi|Naya Nazimabad - Block D, Naya Nazimabad|34000000|4|4|1080
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|73500000|3|4|4797
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|69000000|3|4|2187
Karachi|Emaar The Views, DHA Phase 8|71000000|1|1|1449
Karachi|Defence View Society, Karachi|24800000|3|3|1701
Karachi|Gulistan-e-Jauhar, Karachi|37900000|5|6|1980
Karachi|DHA Phase 8, DHA Defence|180000000|6|6|4500
Karachi|DHA Phase 6, DHA Defence|97500000|5|5|4500
Karachi|DHA Phase 8, DHA Defence|127500000|6|6|4500
Karachi|DHA Phase 8, DHA Defence|163000000|6|6|4500
Karachi|Gulshan-e-Kaneez Fatima, Scheme 33|45000000|6|6|1800
Karachi|Shaheed Millat Road, Karachi|67500000|4|4|2250
Karachi|DHA Phase 8, DHA Defence|165000000|5|6|4500
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|15000000|2|2|1098
Karachi|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|23000000|3|3|1746
Karachi|DHA Phase 5, DHA Defence|100000000|5|5|4500
Karachi|Naya Nazimabad, Karachi|35500000|5|4|1440
Karachi|Naya Nazimabad, Karachi|28000000|4|5|1080
Karachi|Naya Nazimabad, Karachi|44500000|5|6|2160
Karachi|Naya Nazimabad, Karachi|37000000|5|5|162
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|60000000|2|3|1782
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|66000000|2|3|1620
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|57500000|2|3|1638
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|55000000|2|3|1638
Karachi|Emaar Reef Towers, Emaar Crescent Bay|92500000|4|5|2628
Karachi|Naya Nazimabad - Block D, Naya Nazimabad|48000000|6|6|2160
Karachi|Emaar Reef Towers, Emaar Crescent Bay|68000000|3|4|2196
Karachi|Emaar Reef Towers, Emaar Crescent Bay|64000000|3|4|2403
Karachi|Gulistan-e-Jauhar, Karachi|69500000|8|0|6300
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|72500000|3|4|2448
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|50000000|6|6|2700
Karachi|Askari 5 - Sector J, Askari 5|77000000|5|5|3375
Karachi|Bahria Town Karachi, Karachi|20200000|4|4|3150
Karachi|North Nazimabad - Block H, North Nazimabad|19000000|3|4|1350
Karachi|Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A|8000000|3|3|1152
Karachi|Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A|6800000|2|2|999
Karachi|Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A|6200000|2|2|999
Karachi|Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A|7500000|2|2|900
Karachi|Naya Nazimabad - Block C, Naya Nazimabad|26500000|4|4|1080
Karachi|DHA Oasis, DHA City Karachi|65000000|3|4|18000
Karachi|Naya Nazimabad, Karachi|20500000|2|2|1080
Karachi|Naya Nazimabad - Block C, Naya Nazimabad|35000000|5|6|1440
Karachi|Naya Nazimabad, Karachi|33000000|5|5|1440
Karachi|Naya Nazimabad - Block B, Naya Nazimabad|20000000|2|2|1080
Karachi|Naya Nazimabad - Block B, Naya Nazimabad|35000000|4|5|1440
Karachi|Emaar Reef Towers, Emaar Crescent Bay|68000000|3|4|2187
Karachi|Emaar Reef Towers, Emaar Crescent Bay|51500000|2|3|1638
Karachi|Emaar Reef Towers, Emaar Crescent Bay|52000000|2|3|1620
Karachi|DOHS Phase 1, Malir Cantonment|85000000|4|5|4950
Karachi|Askari 5 - Sector G, Askari 5|95000000|5|6|4500
Karachi|Saima Jinnah Avenue, Malir|34500000|3|4|2196
Karachi|DHA Phase 6, DHA Defence|97500000|5|6|4500
Karachi|Naya Nazimabad, Karachi|35500000|4|4|1440
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|13000000|3|3|2115
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|17000000|3|3|1800
Karachi|Bahria Town - Precinct 10-B, Bahria Town Karachi|12000000|3|3|1368
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|13000000|3|3|1125
Karachi|Bahria Sports City, Bahria Town Karachi|20500000|4|4|3150
Karachi|Shaheed Millat Road, Karachi|38500000|3|3|1701
Karachi|Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal|69000000|5|5|2790
Karachi|Scheme 33, Karachi|13500000|8|5|900
Karachi|Saadi Town, Scheme 33|19500000|4|5|1080
Karachi|Saadi Town, Scheme 33|37500000|6|6|2160
Karachi|Al-Murtaza Commercial Area, DHA Phase 8|37000000|3|3|1800
Karachi|DHA Phase 7 Extension, DHA Defence|43500000|4|4|900
Karachi|Saadi Town - Block 5, Saadi Town|22000000|4|5|1080
Karachi|Saadi Town - Block 5, Saadi Town|21000000|4|5|1080
Karachi|Bahria Town - Precinct 35, Bahria Sports City|17900000|4|4|3150
Karachi|KDA Officers Society, Gulshan-e-Iqbal Town|85000000|4|5|2160
Karachi|KDA Officers Society, Gulshan-e-Iqbal Town|150000000|9|6|2160
Karachi|Emaar Coral Towers, Emaar Crescent Bay|70000000|4|5|5004
Karachi|Emaar Coral Towers, Emaar Crescent Bay|63500000|4|5|3204
Karachi|Emaar Coral Towers, Emaar Crescent Bay|64000000|4|5|2448
Karachi|Bahria Town Karachi, Karachi|12500000|4|4|1125
Karachi|Askari 5 - Sector J, Askari 5|40000000|3|4|2754
Karachi|Askari 5 - Sector G, Askari 5|92500000|5|6|4500
Karachi|Emaar Coral Towers, Emaar Crescent Bay|44000000|3|4|1629
Karachi|Emaar Coral Towers, Emaar Crescent Bay|95000000|3|4|4797
Karachi|Bahria Apartments, Bahria Town Karachi|6500000|2|2|954
Karachi|Bahria Heights, Bahria Town Karachi|6500000|2|2|1152
Karachi|Bahria Town Karachi, Karachi|7123000|3|3|711
Karachi|Askari 5 - Sector B, Askari 5|84500000|5|5|4500
Karachi|Askari 5, Malir Cantonment|65000000|4|4|2799
Karachi|DHA Phase 6, DHA Defence|215000000|9|10|9000
Karachi|Gizri, Karachi|85000000|5|5|4500
Karachi|DHA Phase 6, DHA Defence|165000000|5|6|5994
Karachi|Amber Prime, Nazimabad|22000000|0|0|0.0
Karachi|Zulekha Residency, Gulshan-e-Maymar|13300000|0|0|0.0
Karachi|Askari 5 - Sector J, Askari 5|40000000|3|4|2601
Karachi|Askari 5 - Sector J, Askari 5|40000000|3|4|2601
Karachi|Clifton - Block 4, Clifton|20000000|3|3|1647
Karachi|KDA Officers Society, Gulshan-e-Iqbal Town|150000000|9|0|2160
Karachi|Naya Nazimabad - Block B, Naya Nazimabad|22500000|4|4|1080
Karachi|North Town Residency, Surjani Town|14000000|3|3|1080
Karachi|North Town Residency, Surjani Town|4700000|2|2|585
Karachi|Grey Noor Tower & Shopping Mall, Scheme 33|15600000|3|4|1404
Karachi|Emaar Coral Towers, Emaar Crescent Bay|51500000|3|4|2196
Karachi|Abul Qasim Mall & Residency, Bahria Town Karachi|5850000|2|2|927
Karachi|Emaar Coral Towers, Emaar Crescent Bay|42500000|2|3|18000
Karachi|Emaar Coral Towers, Emaar Crescent Bay|43500000|2|3|1629
Karachi|Grey Noor Tower & Shopping Mall, Scheme 33|17000000|4|5|1800
Karachi|Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A|13500000|3|3|1503
Karachi|Grey Noor Tower & Shopping Mall, Scheme 33|13500000|3|3|1251
Karachi|Askari 5 - Sector H, Askari 5|92000000|5|5|3843
Karachi|Askari 5 - Sector J, Askari 5|77500000|5|5|3375
Karachi|Rafi Pride 2, Gulshan-e-Rafi|5500000|2|2|720
Karachi|Rafi Pride 2, Gulshan-e-Rafi|6700000|2|3|999
Karachi|Rafi Pride 2, Gulshan-e-Rafi|5200000|2|2|702
Karachi|Saeeda Residency, Gulzar-e-Hijri|15400000|2|2|1188
Karachi|Frere Town, Karachi|33000000|2|2|1296
Karachi|Korangi - Sector 31-G, Korangi|2500000|1|1|405
Karachi|Callachi Cooperative Housing Society, Karachi|23500000|2|0|1152
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|92500000|4|6|2628
Karachi|Bahria Town Karachi, Karachi|7123000|3|3|711
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|90000000|4|5|2502
Karachi|North Karachi - Sector 9, North Karachi|23500000|4|5|1080
Karachi|PECHS, Jamshed Town|50000000|3|3|1872
Karachi|PECHS, Jamshed Town|30000000|3|3|1503
Karachi|PECHS, Jamshed Town|50000000|4|4|1800
Karachi|North Nazimabad - Block N, North Nazimabad|24000000|3|3|2304
Karachi|Rashid Minhas Road, Karachi|34500000|3|4|1800
Karachi|Kings Garden, Gulistan-e-Jauhar|25000000|4|5|1080
Karachi|Emaar Coral Towers, Emaar Crescent Bay|35000000|2|3|1620
Karachi|Grey Noor Tower & Shopping Mall, Scheme 33|24500000|4|5|2403
Karachi|DHA Defence, Karachi|260000000|6|6|5400
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|12500000|4|4|1125
Karachi|Emaar Coral Towers, Emaar Crescent Bay|30000000|1|2|1467
Karachi|Noman Residencia, Scheme 33|10500000|2|2|1098
Karachi|Rafi Pride 2, Gulshan-e-Rafi|6500000|2|2|990
Karachi|Emaar Reef Towers, Emaar Crescent Bay|58000000|2|3|1638
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|52500000|2|3|2700
Karachi|Emaar Coral Towers, Emaar Crescent Bay|54000000|3|4|2196
Karachi|Emaar Coral Towers, Emaar Crescent Bay|47500000|2|3|1629
Karachi|Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar|15000000|2|2|999
Karachi|Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar|15000000|2|2|1296
Karachi|Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar|4500000|2|2|963
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|30000000|4|5|2700
Karachi|Gulshan-e-Maymar, Gadap Town|70000000|6|6|3600
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|71000000|3|4|2664
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|64000000|2|3|1638
Karachi|North Karachi - Sector 11A, North Karachi|7800000|2|2|1080
Karachi|North Karachi - Sector 11-C/3, North Karachi|17500000|2|2|1080
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|10500000|3|3|1125
Karachi|North Nazimabad - Block H, North Nazimabad|75000000|6|0|2097
Karachi|North Nazimabad - Block D, North Nazimabad|65000000|6|6|1800
Karachi|Emaar Coral Towers, Emaar Crescent Bay|38500000|1|1|1197
Karachi|Bukhari Commercial Area, DHA Phase 6|23000000|4|4|1899
Karachi|Naya Nazimabad, Karachi|23000000|4|4|1080
Karachi|DHA Phase 8, DHA Defence|150000000|6|6|4500
Karachi|Naya Nazimabad, Karachi|21000000|2|2|1080
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|14100000|3|3|1404
Karachi|Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar|15000000|3|3|1647
Karachi|Saadi Town, Scheme 33|18500000|4|5|1080
Karachi|Askari 5 - Sector G, Askari 5|92500000|5|5|4500
Karachi|Askari 5 - Sector J, Askari 5|43000000|3|3|2700
Karachi|Askari 5 - Sector H, Askari 5|91500000|5|5|3375
Karachi|Askari 5 - Sector G, Askari 5|95000000|5|5|4500
Karachi|Askari 5 - Sector H, Askari 5|96000000|5|5|3843
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|60000000|6|6|2160
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|17000000|3|4|675
Karachi|DOHS Phase 1, Malir Cantonment|150000000|8|8|4950
Karachi|DHA Phase 6, DHA Defence|110000000|6|6|4500
Karachi|Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar|24500000|3|3|1881
Karachi|Emaar Reef Towers, Emaar Crescent Bay|90000000|4|5|2601
Karachi|Emaar Reef Towers, Emaar Crescent Bay|68500000|3|4|1638
Karachi|Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal|44000000|6|6|1080
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|6700000|2|2|891
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|54000000|6|6|2160
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|14000000|3|3|1350
Karachi|Nazimabad, Karachi|8200000|2|2|801
Karachi|Askari 5 - Sector J, Askari 5|45000000|3|4|2736
Karachi|Saadi Town, Scheme 33|20500000|4|5|1080
Karachi|Askari 5 - Sector G, Askari 5|98000000|5|6|4500
Karachi|Saadi Town, Scheme 33|14700000|2|3|1080
Karachi|Naya Nazimabad, Karachi|45000000|6|6|2160
Karachi|Bahria Heights, Bahria Town Karachi|9000000|2|2|1098
Karachi|DHA Defence, Karachi|180000000|7|6|6300
Karachi|Askari 5 - Sector J, Askari 5|78500000|5|6|3375
Karachi|Askari 5, Malir Cantonment|41000000|3|3|2574
Karachi|Askari 5 - Sector J, Askari 5|51500000|4|4|2997
Karachi|Askari 5 - Sector J, Askari 5|50000000|4|4|2997
Karachi|Askari 5 - Sector J, Askari 5|78000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|75500000|5|5|3375
Karachi|State Bank Employees Housing Society, Scheme 33|14800000|6|4|2160
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|62000000|2|4|1800
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|76000000|3|5|2448
Karachi|Gulzar-e-Hijri, Scheme 33|10700000|3|3|1350
Karachi|Gulistan-e-Jauhar, Karachi|21500000|5|5|1080
Karachi|Emaar Reef Towers, Emaar Crescent Bay|70000000|3|4|2799
Karachi|Emaar Reef Towers, Emaar Crescent Bay|61000000|2|3|1602
Karachi|Scheme 33 - Sector 25-A, Scheme 33|17000000|3|3|1080
Karachi|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|15000000|3|3|1449
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|15000000|3|3|1503
Karachi|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|12000000|2|2|954
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|9000000|2|2|747
Karachi|Askari 5 - Sector J, Askari 5|45000000|3|4|2601
Karachi|Naya Nazimabad - Block C, Naya Nazimabad|28500000|4|4|1080
Karachi|Mohammad Ali Society, Gulshan-e-Iqbal Town|119000000|5|6|2700
Karachi|Askari 5 - Sector J, Askari 5|37500000|3|4|2700
Karachi|Askari 5, Malir Cantonment|38000000|3|4|2700
Karachi|Saadi Town - Block 2, Saadi Town|37500000|6|6|2160
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|18000000|3|3|2547
Karachi|Bahria Paradise - Precinct 51, Bahria Paradise|37000000|6|6|4500
Karachi|DHA Phase 7 Extension, DHA Defence|57500000|4|4|1080
Karachi|Falaknaz Presidency, Malir|14700000|3|4|1503
Karachi|Nishat Commercial Area, DHA Phase 6|30000000|4|5|1953
Karachi|Naya Nazimabad - Block D, Naya Nazimabad|50000000|5|6|2160
Karachi|DHA Phase 7, DHA Defence|142500000|8|0|5400
Karachi|Falcon Complex New Malir, Malir|99500000|5|5|4500
Karachi|Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal|32500000|3|3|2160
Karachi|Shaheed Millat Road, Karachi|43000000|3|3|1998
Karachi|KDA Officers Society, Gulshan-e-Iqbal Town|100000000|5|6|2160
Karachi|Naya Nazimabad - Block C, Naya Nazimabad|23000000|4|4|1080
Karachi|Emaar Coral Towers, Emaar Crescent Bay|33000000|1|2|1413
Karachi|Falcon Complex New Malir, Malir|82000000|4|5|3150
Karachi|Bahadurabad, Gulshan-e-Iqbal Town|25000000|3|3|1449
Karachi|Gulistan-e-Jauhar - Block 4, Gulistan-e-Jauhar|33000000|4|4|1620
Karachi|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|28000000|3|3|2196
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|14500000|4|4|540
Karachi|Saima Villas, Karachi Motorway|9000000|3|2|1080
Karachi|Bahria Town - Precinct 35, Bahria Sports City|20200000|4|4|3150
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|17200000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|15700000|3|3|1368
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|22200000|3|3|1800
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|6200000|2|2|954
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|13200000|3|3|2115
Karachi|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|12800000|3|3|1449
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|15000000|3|3|1368
Karachi|DHA Phase 7, DHA Defence|97500000|5|6|4500
Karachi|Bahria Paradise - Precinct 51, Bahria Paradise|37400000|5|5|4500
Karachi|Gulistan-e-Jauhar - Block 1, Gulistan-e-Jauhar|16500000|3|3|1620
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|68000000|8|6|3600
Karachi|Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2|17000000|3|3|1368
Karachi|Naya Nazimabad - Block A, Naya Nazimabad|43000000|5|5|1440
Karachi|DHA Phase 2 Extension, DHA Defence|25000000|4|4|1998
Karachi|Askari 5 - Sector E, Askari 5|38000000|3|4|2601
Karachi|Falcon Complex New Malir, Malir|125000000|5|5|4500
Karachi|Falcon Complex New Malir, Malir|122500000|5|5|4500
Karachi|Falcon Complex New Malir, Malir|95000000|5|5|4500
Karachi|Bahria Town - Precinct 12, Bahria Town Karachi|13500000|3|3|1125
Karachi|DHA Phase 6, DHA Defence|125000000|6|6|4500
Karachi|DHA Phase 6, DHA Defence|150000000|7|6|6075
Karachi|DHA Phase 7, DHA Defence|12000000|2|2|900
Karachi|Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal|12500000|2|2|1053
Karachi|Bahadurabad, Gulshan-e-Iqbal Town|25000000|2|2|1296
Karachi|Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal|42500000|7|6|2160
Karachi|Federal B Area - Block 8, Federal B Area|18000000|5|4|1665
Karachi|Federal B Area - Block 8, Federal B Area|13000000|4|2|1251
Karachi|Federal B Area - Block 8, Federal B Area|18500000|3|4|1665
Karachi|KDA Officers Society, Gulshan-e-Iqbal Town|95000000|5|5|2160
Karachi|DHA Phase 7, DHA Defence|110000000|6|6|4500
Karachi|Bahria Town Karachi, Karachi|7123000|3|3|711
Karachi|Bahria Town Karachi, Karachi|7123000|3|3|711
Karachi|Emaar Reef Towers, Emaar Crescent Bay|59000000|2|2|14706
Karachi|DHA Phase 6, DHA Defence|95000000|4|4|5400
Karachi|Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal|5300000|2|2|603
Karachi|Falcon Complex New Malir, Malir|87500000|5|5|3150
Karachi|Askari 5 - Sector J, Askari 5|76000000|5|5|3375
Karachi|Saima Presidency, Malir Cantonment|19000000|3|3|1602
Karachi|Old Falcon Complex (AFOHS), Malir Cantonment|67000000|4|5|3150
Karachi|Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal|77000000|6|6|2160
